state,pc_name,,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,,,a
Andhra Pradesh,CHELVELLA,#N/A,DR. P. SADHU SATYANADHAN,M,61,GEN,ICSP,Trumpet,2487,58,2545,2185164,,Wayanad,Wayanad
Andhra Pradesh,CHELVELLA,#N/A,SUTHARAPU PADMAIAH,M,61,GEN,APRSSP,Batsman,2211,3,2214,2185164,,Kozhikode,Kozhikode
Andhra Pradesh,CHELVELLA,#N/A,G.MALLESHAM GOUD,M,38,GEN,IND,Auto- Rickshaw,24650,10,24660,2185164,,Malappuram,Malappuram
Andhra Pradesh,CHELVELLA,#N/A,SANIKE RAM GOPAL YADAV,M,47,GEN,IND,Ring,2056,2,2058,2185164,,Ponnani,Ponnani
Andhra Pradesh,CHELVELLA,#N/A,None of the Above,,0,,NOTA,NOTA,9989,29,10018,2185164,,Palakkad,Palakkad
Telangana,Mahbubnagar,Mahbubnagar,KADIRE KRISHNA,M,37,SC,BSP,Elephant,15690,89,15779,1418668,,Alathur ,Alathur 
Telangana,Mahbubnagar,Mahbubnagar,DR. JANARDHAN REDDY NAGAM,M,65,GEN,BJP,Lotus,270102,2689,272791,1418668,,Thrissur,Thrissur
Telangana,Mahbubnagar,Mahbubnagar,JAIPAL REDDY SUDINI,M,72,GEN,INC,Hand,330167,1471,331638,1418668,,Chalakudy,Chalakudy
Telangana,Mahbubnagar,Mahbubnagar,AP JITHENDER REDDY,M,60,GEN,TRS,Car,332581,1647,334228,1418668,,Ernakulam,Ernakulam
Telangana,Mahbubnagar,Mahbubnagar,S.R.PREMAIAH,M,60,SC,PPOI,Auto- Rickshaw,30379,9,30388,1418668,,Idukki,Idukki
Telangana,Mahbubnagar,Mahbubnagar,H.A. RAHMAN,M,44,GEN,YSRCP,Ceiling Fan,9065,40,9105,1418668,,Kottayam,Kottayam
Telangana,Mahbubnagar,Mahbubnagar,IBRAHIM SYED,M,44,GEN,IND,Almirah,4487,62,4549,1418668,,Alappuzha,Alappuzha
Telangana,Mahbubnagar,Mahbubnagar,DR. CHANDRA SEKHAR. A,M,45,GEN,IND,Stethoscope,3983,50,4033,1418668,,Mavelikkara ,Mavelikkara 
Telangana,Mahbubnagar,Mahbubnagar,S. SHIVA SHANKAR,M,45,GEN,IND,Air Conditioner,3242,10,3252,1418668,,Pathanamthitta,Pathanamthitta
Telangana,Mahbubnagar,Mahbubnagar,None of the Above,,0,,NOTA,NOTA,9016,21,9037,1418668,,Kollam,Kollam
Telangana,Nagarkurnool,Nagarkurnool,YELLAIAH NANDI,M,71,SC,INC,Hand,419040,1035,420075,1477305,,Attingal,Attingal
Telangana,Nagarkurnool,Nagarkurnool,BAKKANI NARSIMLU,M,63,SC,TDP,Bicycle,182734,618,183352,1477305,,Thiruvananthapuram,Thiruvananthapuram
Telangana,Nagarkurnool,Nagarkurnool,BAHADHUR SRINIVAS,M,39,SC,BSP,Elephant,12022,67,12089,1477305,,MORENA,MORENA
Telangana,Nagarkurnool,Nagarkurnool,DR. MANDA JAGANNATH,M,63,SC,TRS,Car,401212,2187,403399,1477305,,BHIND,BHIND
Telangana,Nagarkurnool,Nagarkurnool,MAREDU GOPAL,M,63,SC,YSRCP,Ceiling Fan,22955,30,22985,1477305,,GWALIOR,GWALIOR
Telangana,Nagarkurnool,Nagarkurnool,BUDDULA SRINIVAS,M,39,SC,IND,Auto- Rickshaw,54675,5,54680,1477305,,GUNA,GUNA
Telangana,Nagarkurnool,Nagarkurnool,None of the Above,,0,,NOTA,NOTA,12329,59,12388,1477305,,SAGAR,SAGAR
Telangana,Nalgonda,Nalgonda,KUNDARAPU RAMESH,M,46,GEN,BSP,Elephant,11503,14,11517,1494343,,TIKAMGARH,TIKAMGARH
Telangana,Nalgonda,Nalgonda,GUTHA SUKHENDER REDDY,M,60,GEN,INC,Hand,467984,4109,472093,1494343,,DAMOH,DAMOH
Telangana,Nalgonda,Nalgonda,TERA CHINNAPA REDDY,M,50,GEN,TDP,Bicycle,277433,1504,278937,1494343,,KHAJURAHO,KHAJURAHO
Telangana,Nalgonda,Nalgonda,NANDYALA NARSIMHA REDDY,M,58,GEN,CPM,"Hammer, Sickle and Star",54157,266,54423,1494343,,SATNA,SATNA
Telangana,Nalgonda,Nalgonda,DR. PALLA RAJESHWAR REDDY,M,50,GEN,TRS,Car,257953,2724,260677,1494343,,REWA,REWA
Telangana,Nalgonda,Nalgonda,GUNNAM NAGI REDDY,M,64,GEN,YSRCP,Ceiling Fan,39339,46,39385,1494343,,SIDHI,SIDHI
Telangana,Nalgonda,Nalgonda,TEJAVATH BELLAIAH NAIK,M,42,GEN,AAAP,Broom,2297,11,2308,1494343,,SHAHDOL,SHAHDOL
Telangana,Nalgonda,Nalgonda,MANUPURI DAYA SAGAR,M,39,GEN,PPOI,Television,4481,14,4495,1494343,,JABALPUR,JABALPUR
Telangana,Nalgonda,Nalgonda,MARRI NEHEMIAH,M,58,GEN,IND,Auto- Rickshaw,56256,3,56259,1494343,,MANDLA,MANDLA
Telangana,Nalgonda,Nalgonda,None of the Above,,0,,NOTA,NOTA,9284,21,9305,1494343,,BALAGHAT,BALAGHAT
Telangana,Bhongir ,Bhongir ,ARVAPALLY AMBATI,M,34,GEN,BSP,Elephant,9023,6,9029,1492240,,CHHINDWARA,CHHINDWARA
Telangana,Bhongir ,Bhongir ,INDRASENA REDDY NALLU,M,64,GEN,BJP,Lotus,182849,400,183249,1492240,,HOSHANGABAD,HOSHANGABAD
Telangana,Bhongir ,Bhongir ,KOMATIREDDY RAJGOPAL REDDY,M,46,GEN,INC,Hand,416240,1380,417620,1492240,,VIDISHA,VIDISHA
Telangana,Bhongir ,Bhongir ,CHERUPALLY SEETHARAMULU,M,60,GEN,CPM,"Hammer, Sickle and Star",53973,62,54035,1492240,,BHOPAL,BHOPAL
Telangana,Bhongir ,Bhongir ,DR. BOORA NARSAIAH GOUD,M,55,GEN,TRS,Car,446822,1342,448164,1492240,,RAJGARH,RAJGARH
Telangana,Bhongir ,Bhongir ,KAPILAVAI DILEEP KUMAR,M,60,GEN,RLD,Hand Pump,5550,1,5551,1492240,,DEWAS,DEWAS
Telangana,Bhongir ,Bhongir ,GUDURU JANARDHAN REDDY,M,41,GEN,JaSPa,Chappals,2342,0,2342,1492240,,UJJAIN,UJJAIN
Telangana,Bhongir ,Bhongir ,GUAHATI MOTHILAL,M,45,GEN,AIMIM,Kite,2598,2,2600,1492240,,MANDSOUR,MANDSOUR
Telangana,Bhongir ,Bhongir ,NAGULA SRINIVAS YADAV,M,44,GEN,MaSP,Scissors,1852,6,1858,1492240,,RATLAM,RATLAM
Telangana,Bhongir ,Bhongir ,BOILLA NARENDER,M,32,SC,RPI(A),Sewing Machine,6846,1,6847,1492240,,DHAR,DHAR
Telangana,Bhongir ,Bhongir ,NAVULLA MALLA REDDY,M,42,GEN,IND,Coconut,26805,0,26805,1492240,,INDORE,INDORE
Telangana,Bhongir ,Bhongir ,RAVULAPALLY KONDAL RAO,M,60,GEN,IND,Television,7720,1,7721,1492240,,KHARGONE,KHARGONE
Telangana,Bhongir ,Bhongir ,VARIKUPPALA KRISHNA VADDERA,M,45,GEN,IND,Auto- Rickshaw,35004,0,35004,1492240,,KHANDWA,KHANDWA
Telangana,Bhongir ,Bhongir ,None of the Above,,0,,NOTA,NOTA,10869,38,10907,1492240,,BETUL,BETUL
Telangana,Warangal,Warangal,KADIYAM SRIHARI,M,63,SC,TRS,Car,658828,2811,661639,1537778,,Nandurbar ,Nandurbar 
Telangana,Warangal,Warangal,GANNARAPU SURENDER,M,49,SC,BSP,Elephant,9489,47,9536,1537778,,Dhule,Dhule
Telangana,Warangal,Warangal,PARAMESHWAR RAMAGALLA,M,55,SC,BJP,Lotus,186742,397,187139,1537778,,Jalgaon,Jalgaon
Telangana,Warangal,Warangal,RAJAIAH SIRICILLA,M,61,SC,INC,Hand,268450,615,269065,1537778,,Raver,Raver
Telangana,Warangal,Warangal,CHINTHA SWAMY,M,44,SC,AAAP,Broom,5561,8,5569,1537778,,Buldhana,Buldhana
Telangana,Warangal,Warangal,THUPPARI NARASIMHA SWAMY,M,44,SC,PPOI,Television,7350,0,7350,1537778,,Akola,Akola
Telangana,Warangal,Warangal,VENKANNA KANNAM,M,36,SC,MCPI,Carrom Board,2257,1,2258,1537778,,Amravati ,Amravati 
Telangana,Warangal,Warangal,VENKANNA NEERUDU,M,38,SC,BMUP,Cot,2098,0,2098,1537778,,Wardha,Wardha
Telangana,Warangal,Warangal,VENU ESAMPELLY,M,37,SC,AIFB,Lion,1541,0,1541,1537778,,Ramtek ,Ramtek 
Telangana,Warangal,Warangal,KANAKAM RAMESH,M,34,SC,IND,Scissors,2013,0,2013,1537778,,Nagpur ,Nagpur 
Telangana,Warangal,Warangal,CHILUVERU PRATHAP,M,40,SC,IND,Gas Stove,9178,0,9178,1537778,,Bhandara - gondiya,Bhandara - gondiya
Telangana,Warangal,Warangal,JANNU MAHENDAR,M,33,SC,IND,Black Board,3209,2,3211,1537778,,Gadchiroli-Chimur,Gadchiroli-Chimur
Telangana,Warangal,Warangal,None of the Above,,0,,NOTA,NOTA,14007,27,14034,1537778,,Chandrapur,Chandrapur
Telangana,Mahabubabad  ,Mahabubabad  ,PROF. AZMEERA SEETARAM NAIK,M,56,ST,TRS,Car,319388,1181,320569,1387288,,Yavatmal-Washim,Yavatmal-Washim
Telangana,Mahabubabad  ,Mahabubabad  ,P. BALRAM,M,49,ST,INC,Hand,283735,1842,285577,1387288,,Hingoli ,Hingoli 
Telangana,Mahabubabad  ,Mahabubabad  ,BANOTH MOHANLAL,M,49,ST,TDP,Bicycle,215664,240,215904,1387288,,Nanded,Nanded
Telangana,Mahabubabad  ,Mahabubabad  ,BODA RAASI,F,29,ST,BSP,Elephant,6220,4,6224,1387288,,Parbhani,Parbhani
Telangana,Mahabubabad  ,Mahabubabad  ,KAVITHA RANI LUNAVATH,F,35,ST,PPOI,Television,6633,4,6637,1387288,,Jalna,Jalna
Telangana,Mahabubabad  ,Mahabubabad  ,GUGULOTU JAGAN,M,37,ST,MCPI,Carrom Board,3662,0,3662,1387288,,Dindori ,Dindori 
Telangana,Mahabubabad  ,Mahabubabad  ,TELLAM VENKATA RAO,M,46,ST,YSRCP,Ceiling Fan,127819,653,128472,1387288,,Nashik,Nashik
Telangana,Mahabubabad  ,Mahabubabad  ,EESAM SUDHAKAR,M,29,ST,IND,Bat,2193,0,2193,1387288,,Palghar ,Palghar 
Telangana,Mahabubabad  ,Mahabubabad  ,V. GOURI NAGAMANI,F,43,ST,IND,Scissors,13580,83,13663,1387288,,Bhiwandi,Bhiwandi
Telangana,Mahabubabad  ,Mahabubabad  ,DATLA NAGESHWAR RAO,M,48,ST,IND,Pot,6833,20,6853,1387288,,Kalyan,Kalyan
Telangana,Mahabubabad  ,Mahabubabad  ,PADIGA YARRAIAH,M,69,ST,IND,Table,3496,2,3498,1387288,,Thane,Thane
Telangana,Mahabubabad  ,Mahabubabad  ,PAYAM CHANDHAR RAO (CHINNA CHANDHRANNA),M,53,ST,IND,Auto- Rickshaw,94029,15,94044,1387288,,Mumbai North,Mumbai North
Telangana,Mahabubabad  ,Mahabubabad  ,PONAKA SAMMAKKA,F,36,ST,IND,Cup & Saucer,3443,0,3443,1387288,,Mumbai North West,Mumbai North West
Telangana,Mahabubabad  ,Mahabubabad  ,BALUNAYAK BHUKYA,M,34,ST,IND,Gas Cylinder,3091,0,3091,1387288,,Mumbai North East,Mumbai North East
Telangana,Mahabubabad  ,Mahabubabad  ,METLA PAPAIAH,M,62,ST,IND,BUCKET,3882,43,3925,1387288,,Mumbai North central,Mumbai North central
Telangana,Mahabubabad  ,Mahabubabad  ,LAXMAN BUKYA,M,38,ST,IND,Ring,14029,5,14034,1387288,,Mumbai South central,Mumbai South central
Telangana,Mahabubabad  ,Mahabubabad  ,LAXMINARAYANA BORRA,M,38,ST,IND,Gas Stove,5879,0,5879,1387288,,Mumbai   South,Mumbai   South
Telangana,Mahabubabad  ,Mahabubabad  ,None of the Above,,0,,NOTA,NOTA,6695,9,6704,1387288,,Raigad,Raigad
Telangana,Khammam ,Khammam ,KANKANALA NARAYANA,M,66,GEN,CPI,Ears of Corn And Sickle,187266,436,187702,1440267,,Maval,Maval
Telangana,Khammam ,Khammam ,DODDA RAM BABU,M,48,GEN,BSP,Elephant,4758,3,4761,1440267,,Pune,Pune
Telangana,Khammam ,Khammam ,NAMA NAGESWARA RAO,M,56,GEN,TDP,Bicycle,407614,2616,410230,1440267,,Baramati,Baramati
Telangana,Khammam ,Khammam ,BUDAN BAIG SHAIK,M,53,GEN,TRS,Car,88944,180,89124,1440267,,Shirur,Shirur
Telangana,Khammam ,Khammam ,NAGARJUNA CHERUKURU,M,44,GEN,JaSPa,Chappals,4994,8,5002,1440267,,Ahmadnagar ,Ahmadnagar 
Telangana,Khammam ,Khammam ,PONGULETI  SRINIVASA REDDY,M,48,GEN,YSRCP,Ceiling Fan,418609,3825,422434,1440267,,Shirdi,Shirdi
Telangana,Khammam ,Khammam ,MEDARAMETLA  RAMA RAO,M,48,GEN,PPOI,Television,4136,3,4139,1440267,,Beed,Beed
Telangana,Khammam ,Khammam ,KANAKAM TIRUMALA RAO,M,27,SC,IND,Green Chilli,917,0,917,1440267,,Osmanabad,Osmanabad
Telangana,Khammam ,Khammam ,KALTHI RAMULAMMA,F,39,ST,IND,Basket containing Fruits,983,0,983,1440267,,Latur ,Latur 
Telangana,Khammam ,Khammam ,KALTHI VENKATESWARLU,M,42,ST,IND,Almirah,1063,0,1063,1440267,,Solapur ,Solapur 
Telangana,Khammam ,Khammam ,KAKI BHASKAR,M,43,GEN,IND,Auto- Rickshaw,5368,0,5368,1440267,,Madha,Madha
Telangana,Khammam ,Khammam ,GUGULOTHU RANJITH KUMAR,M,30,ST,IND,Bat,1434,0,1434,1440267,,Sangli,Sangli
Telangana,Khammam ,Khammam ,GUGULOTHU SARVAN,M,29,ST,IND,Sewing Machine,1491,0,1491,1440267,,Satara,Satara
Telangana,Khammam ,Khammam ,GOKINEPALLI VENKATESWARA RAO (GVR),M,56,GEN,IND,Cup & Saucer,8041,14,8055,1440267,,Ratnagiri - sindhudurg,Ratnagiri - sindhudurg
Telangana,Khammam ,Khammam ,JERRIPOTHULA SRINIVAS,M,38,SC,IND,Cot,1116,0,1116,1440267,,Kolhapur,Kolhapur
Telangana,Khammam ,Khammam ,NAGIREDDY RAJI REDDY (RAJANNA),M,38,GEN,IND,Telephone,4484,0,4484,1440267,,Hatkanangle,Hatkanangle
Telangana,Khammam ,Khammam ,BACHALA LAXMAIAH,M,55,ST,IND,Electric Pole,6506,0,6506,1440267,,Inner manipur,Inner manipur
Telangana,Khammam ,Khammam ,BANOTH KISHAN NAYAK,M,33,ST,IND,Dolli,1617,0,1617,1440267,,Outer manipur,Outer manipur
Telangana,Khammam ,Khammam ,BANOTH LAXMA NAIK,M,57,ST,IND,Table,1342,0,1342,1440267,,Shillong,Shillong
Telangana,Khammam ,Khammam ,BUSIREDDY SHANKAR REDDY,M,53,GEN,IND,Pot,964,0,964,1440267,,Tura ,Tura 
Telangana,Khammam ,Khammam ,MARIKANTI VASUDASU,M,69,GEN,IND,Ring,879,0,879,1440267,,MIZORAM,MIZORAM
Telangana,Khammam ,Khammam ,MUDIGE NAGESWARA RAO,M,44,ST,IND,BELT,1202,0,1202,1440267,,Nagaland,Nagaland
Telangana,Khammam ,Khammam ,MOKALLA RAMESH,M,41,ST,IND,Scissors,5401,0,5401,1440267,,Gurdaspur,Gurdaspur
Telangana,Khammam ,Khammam ,RAMESH KOMMU,M,42,SC,IND,Gas Stove,1273,1,1274,1440267,,Amritsar,Amritsar
Telangana,Khammam ,Khammam ,RAMU KANDULA,M,35,SC,IND,Coconut,1021,0,1021,1440267,,Khadoor Sahib,Khadoor Sahib
Telangana,Khammam ,Khammam ,LINGALA RAVI KUMAR,M,38,SC,IND,Gas Cylinder,9459,1,9460,1440267,,Jalandhar,Jalandhar
Telangana,Khammam ,Khammam ,SANAPA POMMAIAH,M,50,ST,IND,BUCKET,889,0,889,1440267,,Hoshiarpur,Hoshiarpur
Telangana,Khammam ,Khammam ,None of the Above,,0,,NOTA,NOTA,4978,13,4991,1440267,,Anandpur Sahib,Anandpur Sahib
Andhra Pradesh,Aruku ,Aruku ,KISHORE CHANDRA DEO,M,67,ST,INC,Hand,52574,310,52884,1272340,,Ludhiana,Ludhiana
Andhra Pradesh,Aruku ,Aruku ,GUMMIDI SANDHYARANI,F,41,ST,TDP,Bicycle,319846,1947,321793,1272340,,Fatehgarh Sahib,Fatehgarh Sahib
Andhra Pradesh,Aruku ,Aruku ,MIDIYAM BABURAO,M,63,ST,CPM,"Hammer, Sickle and Star",38254,644,38898,1272340,,Faridkot,Faridkot
Andhra Pradesh,Aruku ,Aruku ,KOTHAPALLI GEETHA,F,43,ST,YSRCP,Ceiling Fan,410730,2461,413191,1272340,,Firozpur,Firozpur
Andhra Pradesh,Aruku ,Aruku ,BURJABARIKI DHANARAJU,M,32,ST,AAAP,Broom,8539,30,8569,1272340,,Bathinda,Bathinda
Andhra Pradesh,Aruku ,Aruku ,IILLA RAMI REDDY,M,60,ST,IND,Table,5685,7,5692,1272340,,Sangrur,Sangrur
Andhra Pradesh,Aruku ,Aruku ,KANGALA BALUDORA,M,58,ST,IND,Cup & Saucer,23197,18,23215,1272340,,Patiala,Patiala
Andhra Pradesh,Aruku ,Aruku ,CHETTI SANKARARAO,M,32,ST,IND,Envelope,8934,17,8951,1272340,,Ganganagar,Ganganagar
Andhra Pradesh,Aruku ,Aruku ,BIDDIKA RAMAIAH,M,52,ST,IND,Iron,7581,6,7587,1272340,,Bikaner,#N/A
Andhra Pradesh,Aruku ,Aruku ,VANUGU SANKARARAO,M,39,ST,IND,Bat,4591,23,4614,1272340,,Churu,Churu
Andhra Pradesh,Aruku ,Aruku ,SALLANGI RATNAM,F,35,ST,IND,Pot,7648,40,7688,1272340,,Jhunjhunu,Jhunjhunu
Andhra Pradesh,Aruku ,Aruku ,None of the Above,,0,,NOTA,NOTA,16496,36,16532,1272340,,Sikar,Sikar
Andhra Pradesh,Srikakulam,Srikakulam,KILLI KRUPARANI,F,52,GEN,INC,Hand,24038,133,24171,1413726,,Jaipur Rural,Jaipur Rural
Andhra Pradesh,Srikakulam,Srikakulam,BODDEPALLI RAJARAO,M,47,GEN,BSP,Elephant,8036,13,8049,1413726,,Jaipur,Jaipur
Andhra Pradesh,Srikakulam,Srikakulam,RAMMOHAN NAIDU KINJARAPU,M,27,GEN,TDP,Bicycle,552348,4197,556545,1413726,,Alwar,Alwar
Andhra Pradesh,Srikakulam,Srikakulam,KADIYAM JAYALAKSHMI,F,32,GEN,PPOI,Television,5023,3,5026,1413726,,BHARATPUR,BHARATPUR
Andhra Pradesh,Srikakulam,Srikakulam,JAIDEV INJARAPU,M,41,GEN,AAAP,Broom,2517,42,2559,1413726,,KARAULI-DHOLPUR,KARAULI-DHOLPUR
Andhra Pradesh,Srikakulam,Srikakulam,PAIDI RAJA RAO,M,40,GEN,JaSPa,Chappals,11334,89,11423,1413726,,Dausa,Dausa
Andhra Pradesh,Srikakulam,Srikakulam,REDDY SHANTHI,F,45,GEN,YSRCP,Ceiling Fan,426135,2718,428853,1413726,,TONK-SAWAI MADHOPUR,TONK-SAWAI MADHOPUR
Andhra Pradesh,Srikakulam,Srikakulam,VASUDEVA RAO BODDU,M,41,GEN,CPI(ML)(L),Auto- Rickshaw,5128,4,5132,1413726,,Ajmer,Ajmer
Andhra Pradesh,Srikakulam,Srikakulam,KINJARAPU TEJESWARA RAO,M,31,GEN,IND,Bat,2074,1,2075,1413726,,Nagaur,Nagaur
Andhra Pradesh,Srikakulam,Srikakulam,TOTA TEJESWARA RAO,M,36,GEN,IND,Coconut,2143,1,2144,1413726,,Pali,Pali
Andhra Pradesh,Srikakulam,Srikakulam,None of the Above,,0,,NOTA,NOTA,6100,38,6138,1413726,,Jodhpur,Jodhpur
Andhra Pradesh,Vizianagaram,Vizianagaram,ASHOK GAJAPATHI RAJU PUSAPATI,M,62,GEN,TDP,Bicycle,534357,2192,536549,1403736,,Barmer,Barmer
Andhra Pradesh,Vizianagaram,Vizianagaram,JHANSI LAKSHMI BOTCHA,F,50,GEN,INC,Hand,122091,396,122487,1403736,,Jalore,Jalore
Andhra Pradesh,Vizianagaram,Vizianagaram,BONU KRISHNA,M,50,SC,BSP,Elephant,4091,1,4092,1403736,,Udaipur,Udaipur
Andhra Pradesh,Vizianagaram,Vizianagaram,TADIVAKA RAMESH NAIDU,M,44,GEN,JaSPa,Chappals,3346,42,3388,1403736,,Banswara,Banswara
Andhra Pradesh,Vizianagaram,Vizianagaram,NARU SIMHADRI NAIDU,M,58,GEN,AAAP,Broom,2476,29,2505,1403736,,Chittorgarh,Chittorgarh
Andhra Pradesh,Vizianagaram,Vizianagaram,PRASADA RAO NANDA,M,42,GEN,PPOI,Television,6396,5,6401,1403736,,Rajsamand,Rajsamand
Andhra Pradesh,Vizianagaram,Vizianagaram,VENKATA SWETHA CHALAPATHI KUMARA KRISHNA RANGARAO RAVU,M,33,GEN,YSRCP,Ceiling Fan,427629,2009,429638,1403736,,Bhilwara,Bhilwara
Andhra Pradesh,Vizianagaram,Vizianagaram,YELLA RAO SIYYADULA,M,33,SC,IND,Auto- Rickshaw,5125,0,5125,1403736,,Kota,Kota
Andhra Pradesh,Vizianagaram,Vizianagaram,HARIKISHAN KUPPILI,M,37,GEN,IND,Bat,3573,30,3603,1403736,,JHALAWAR-BARAN,JHALAWAR-BARAN
Andhra Pradesh,Vizianagaram,Vizianagaram,None of the Above,,0,,NOTA,NOTA,6506,22,6528,1403736,,Sikkim,Sikkim
Andhra Pradesh,Visakhapatnam,Visakhapatnam,IMANDI VENKATA KURMARAO,M,43,GEN,BSP,Elephant,14941,6,14947,1723011,,Thiruvallur ,Thiruvallur 
Andhra Pradesh,Visakhapatnam,Visakhapatnam,KAMBHAMPATI HARI BABU,M,60,GEN,BJP,Lotus,565326,1506,566832,1723011,,Chennai North,Chennai North
Andhra Pradesh,Visakhapatnam,Visakhapatnam,BOLISETTI SATYANARAYANA (SATYA),M,57,GEN,INC,Hand,50605,27,50632,1723011,,Chennai South,Chennai South
Andhra Pradesh,Visakhapatnam,Visakhapatnam,KUNA RAMAM,M,51,GEN,AAAP,Broom,6147,28,6175,1723011,,Chennai central,Chennai central
Andhra Pradesh,Visakhapatnam,Visakhapatnam,DADI JYOTHI BHAVANI,F,43,GEN,PPOI,Television,2715,2,2717,1723011,,Sriperumbudur,Sriperumbudur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,DR|| BHAVANI SANKAR SASTRY.A,M,49,GEN,ICSP,Trumpet,1907,3,1910,1723011,,Kancheepuram ,Kancheepuram 
Andhra Pradesh,Visakhapatnam,Visakhapatnam,JT RAMARAO,M,42,GEN,sps,Kite,4316,7,4323,1723011,,Arakkonam,Arakkonam
Andhra Pradesh,Visakhapatnam,Visakhapatnam,Y.S VIJAYAMMA,F,58,GEN,YSRCP,Ceiling Fan,474628,1716,476344,1723011,,Vellore,Vellore
Andhra Pradesh,Visakhapatnam,Visakhapatnam,SABBAM HARI,M,60,GEN,JaSPa,Chappals,6598,46,6644,1723011,,Krishnagiri,Krishnagiri
Andhra Pradesh,Visakhapatnam,Visakhapatnam,UMAMAHESWARARAO ARETI,M,33,SC,IND,Bat,1750,1,1751,1723011,,Dharmapuri,Dharmapuri
Andhra Pradesh,Visakhapatnam,Visakhapatnam,KUTIKUPPALA SURYA RAO,M,60,GEN,IND,Gas Stove,1879,10,1889,1723011,,Tiruvannamalai,Tiruvannamalai
Andhra Pradesh,Visakhapatnam,Visakhapatnam,KURADA SATYANARAYANA PATNAIK,M,50,GEN,IND,Camera,1925,2,1927,1723011,,Arani,Arani
Andhra Pradesh,Visakhapatnam,Visakhapatnam,GEDELA KRISHNARAO,M,60,ST,IND,Batsman,1117,1,1118,1723011,,Viluppuram,Viluppuram
Andhra Pradesh,Visakhapatnam,Visakhapatnam,CHANDRASEKHAR BUDDA,M,35,GEN,IND,Window,1347,1,1348,1723011,,Kallakurichi,Kallakurichi
Andhra Pradesh,Visakhapatnam,Visakhapatnam,CHALAPATHIRAO RONANKI,M,60,GEN,IND,Battery Torch,1593,1,1594,1723011,,Salem,Salem
Andhra Pradesh,Visakhapatnam,Visakhapatnam,TANUKU DIVAKAR,M,46,GEN,IND,Violin,5418,0,5418,1723011,,Namakkal,Namakkal
Andhra Pradesh,Visakhapatnam,Visakhapatnam,DURGAPRASAD GUNTU,M,45,GEN,IND,Letter Box,2610,1,2611,1723011,,Erode,Erode
Andhra Pradesh,Visakhapatnam,Visakhapatnam,NAGENDRA SAIRAM,M,27,GEN,IND,CALCULATOR,2377,0,2377,1723011,,Tiruppur,Tiruppur
Andhra Pradesh,Visakhapatnam,Visakhapatnam,J. PADMAJA,F,34,GEN,IND,Pressure Cooker,1539,1,1540,1723011,,Nilgiris ,Nilgiris 
Andhra Pradesh,Visakhapatnam,Visakhapatnam,BRAHMA SWAROOP KASIBHATTA,M,46,GEN,IND,School Bag,991,3,994,1723011,,Coimbatore,Coimbatore
Andhra Pradesh,Visakhapatnam,Visakhapatnam,SREENADH REDDY,M,39,GEN,IND,Cauliflower,1378,1,1379,1723011,,Pollachi,Pollachi
Andhra Pradesh,Visakhapatnam,Visakhapatnam,SEEMAKURTHI SRINUVASU (BHAGHAVAN SRINU),M,41,GEN,IND,Mixee,1759,0,1759,1723011,,Dindigul,Dindigul
Andhra Pradesh,Visakhapatnam,Visakhapatnam,None of the Above,,0,,NOTA,NOTA,7312,17,7329,1723011,,Karur,Karur
Andhra Pradesh,Anakapalli,Anakapalli,KARANAM TIRUPATHI RAO,M,45,GEN,BSP,Elephant,14819,15,14834,1401474,,Tiruchirappalli,Tiruchirappalli
Andhra Pradesh,Anakapalli,Anakapalli,MUTTAMSETTI SRINIVASA RAO (AVANTHI),M,47,GEN,TDP,Bicycle,566667,1796,568463,1401474,,Perambalur,Perambalur
Andhra Pradesh,Anakapalli,Anakapalli,VIJAYA LAKSHMI THOTA,F,44,GEN,INC,Hand,17697,73,17770,1401474,,Cuddalore ,Cuddalore 
Andhra Pradesh,Anakapalli,Anakapalli,KONDARAJU JAMPANA,M,47,GEN,JaSPa,Chappals,6215,46,6261,1401474,,Chidambaram ,Chidambaram 
Andhra Pradesh,Anakapalli,Anakapalli,GUDIVADA AMARNADH,M,30,GEN,YSRCP,Ceiling Fan,518566,1965,520531,1401474,,Mayiladuthurai,Mayiladuthurai
Andhra Pradesh,Anakapalli,Anakapalli,VADLAMURI KRISHNA SWAROOP,M,41,SC,DABAP,Auto- Rickshaw,5501,5,5506,1401474,,Nagapattinam ,Nagapattinam 
Andhra Pradesh,Anakapalli,Anakapalli,SARISA LEELA PRASANNA KUMARI,F,43,GEN,PPOI,Television,2871,4,2875,1401474,,Thanjavur,Thanjavur
Andhra Pradesh,Anakapalli,Anakapalli,APPALARAJU SADARAM,M,60,GEN,IND,Violin,3225,3,3228,1401474,,Sivaganga,Sivaganga
Andhra Pradesh,Anakapalli,Anakapalli,None of the Above,,0,,NOTA,NOTA,8559,45,8604,1401474,,Madurai,Madurai
Andhra Pradesh,Kakinada,Kakinada,THOTA NARASIMHAM,M,53,GEN,TDP,Bicycle,512045,2357,514402,1418290,,Theni ,Theni 
Andhra Pradesh,Kakinada,Kakinada,MALLIPUDI MANGAPATI PALLAM RAJU,M,51,GEN,INC,Hand,19528,226,19754,1418290,,Virudhunagar,Virudhunagar
